echar de menos
dar con
quedar en
ponerse a
volver a
dejar de
acabar de
llegar a
pasar de
venir a
ir a
haber que
tener que
deber de
poder con
contar con
dar por
echar a
estar por
meterse en
salir de
dar lugar a
hacer caso
hacer frente
poner en marcha
sacar adelante
tirar para adelante
dar la vuelta
echar una mano
echar un vistazo
hacer cola
hacer daño
hacer falta
hacer ilusión
hacer las paces
meter la pata
poner al día
poner de manifiesto
poner en práctica
quedar bien
sacar de quicio
sacar en claro
tener en cuenta
tomar el pelo
dar cuenta de
dar la cara
dar la espalda
dar la lata
dar la razón
dar marcha atrás
dar paso a
dar pie a
dar por hecho
dar por sentado
dar prioridad
dar señales
dar un paseo
dar vuelta
echar a perder
echar abajo
echar en cara
echar raíces
estar a punto de
estar al tanto
estar de acuerdo
estar de buen humor
estar de mal humor
estar en contra
estar harto
hacer alarde
hacer caso omiso
hacer de menos
hacer el ridículo
hacer gala
hacer hincapié
hacer honor
hacer novillos
hacer pedazos
hacer sombra
hacer tiempo
hacer un favor
hacerse cargo
hacerse el tonto
ir al grano
ir de compras
ir de la mano
llevar a cabo
llevar la contraria
llevarse bien
llevarse mal
meter baza
meter en cintura
meter prisa
pasar por alto
pegar ojo
poner a prueba
poner cara
poner de moda
poner en duda
poner en juego
poner en tela de juicio
poner los pelos de punta
poner mala cara
poner pegas
poner por las nubes
poner trabas
ponerse colorado
ponerse de acuerdo
ponerse de pie
ponerse en contacto
ponerse las pilas
ponerse morado
quedar mal
quedarse corto
quedarse de piedra
quedarse en blanco
romper el hielo
sacar a la luz
sacar de apuros
sacar las castañas del fuego
sacar partido
sacar pecho
sacar provecho
seguir adelante
tener cabida
tener cuidado
tener ganas
tener lugar
tener presente
tener sentido
tirar de la lengua
tirar la casa por la ventana
tirar la toalla
tomar cartas en el asunto
tomar conciencia
tomar medidas
tomar nota
tomar partido
tomar prestado
traer cola
venir bien
venir mal
ver las orejas al lobo
ver venir
volver loco
volver la vista atrás
a bocajarro
a buen seguro
a bulto
a cambio de
a ciencia cierta
a ciegas
a continuación
a contrapelo
a contrarreloj
a costa de
a cuenta de
a decir verdad
a deshora
a duras penas
a escondidas
a espaldas de
a este respecto
a estas alturas
a fin de cuentas
a flor de piel
a fondo
a fuerza de
a granel
a grosso modo
a gusto
a hurtadillas
a la carrera
a la fuerza
a la larga
a la ligera
a la postre
a la vez
a las claras
a lo bestia
a lo grande
a lo largo de
a lo lejos
a lo mejor
a lo sumo
a lo tonto
a mano
a más tardar
a menudo
a menos que
a mi juicio
a partir de
a paso de tortuga
a pedir de boca
a pelo
a pie juntillas
a pierna suelta
a pie
a primera vista
a propósito
a puerta cerrada
a punto
a quemarropa
a rajatabla
a raíz de
a regañadientes
a rienda suelta
a salvo
a sangre fría
a simple vista
a tiempo completo
a tiempo parcial
a tientas
a toda costa
a toda prisa
a todo gas
a toda velocidad
a tontas y a locas
a través de
a trompicones
a veces
a voluntad
al aire libre
al alza
al azar
al cabo de
al contrario
al corriente
al dedillo
al detalle
al fin y al cabo
al final
al grano
al instante
al lado de
al menos
al mismo tiempo
al parecer
al pie de la letra
al punto
al rato
al rojo vivo
al tanto
al unísono
ante todo
así así
así que
caer bien
caer en la cuenta
caer en picado
caer gordo
caer mal
caerse de la risa
coger por sorpresa
con creces
con el tiempo
con frecuencia
con tal de
con vistas a
dar a conocer
dar a entender
dar a luz
dar calabazas
dar coba
dar envidia
dar igual
dar la bienvenida
dar la casualidad
dar la gana
dar la hora
dar la nota
dar la talla
dar las gracias
dar rienda suelta
dar un susto
dar vueltas
darle al coco
darle la vuelta a la tortilla
darse cuenta
darse por vencido
de alguna manera
de antemano
de buena fe
de buena gana
de cabo a rabo
de cara a
de continuo
de corazón
de cuando en cuando
de golpe
de improviso
de la noche a la mañana
de lleno
